Genus_&_Specie,Time,Location,Zone,Current_Country,Habitat,Cranial_Capacity,Height,Incisor_Size,Jaw_Shape,Torus_Supraorbital,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,biped,Arms,Foots,Diet,Sexual_Dimorphism,Hip,Vertical_Front,Anatomy,Migrated,Skeleton
Homo Georgicus,1.78273875,Asia ,west,Georgia,savannah,824.69952,147.33284,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Naledi,0.79369619,Africa,south,South Africa,jungle,437.22055,134.1131,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Afarensis,4.15921923,Africa,oriental,Kenya,mixed,389.24513,135.32425,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Antecesor,0.87696883,Europa,west,Spain,savannah,1036.25363,175.73956,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Georgicus,2.08458368,Asia ,west,Georgia,savannah,724.39933,140.47362,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Ergaster,1.9643118,Africa,oriental,Kenya,savannah,901.07033,159.62018,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Heidelbergensis,0.87562448,Europa,central,Germany,cold forest,1431.29689,170.13668,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
"Homo Neanderthalensis
",0.11019199,Europa,central,Germany,cold forest,1035.18838,165.19226,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Erectus,1.42952812,Asia ,west,Indonesia,savannah,1141.27256,163.69141,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Paranthropus Robustus,1.93725596,Africa,south,South Africa,jungle,387.32323,111.07363,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Australopithecus Afarensis,4.41465553,Africa,oriental,Kenya,mixed,375.73858,139.9722,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Antecesor,1.30171079,Europa,west,Spain,savannah,878.62861,179.52771,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Erectus,1.54941884,Asia ,west,Indonesia,savannah,1076.1492,162.59396,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Ergaster,1.48888301,Africa,oriental,Kenya,savannah,827.11128,166.54804,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Australopithecus Garhi,3.18546188,Africa,oriental,Ethiopia,mixed,384.00971,128.58195,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
hominino Orrorin tugenencin,6.25468743,Africa,oriental,Kenya,forest,81.86066,119.52206,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Africanus,4.02458812,Africa,south,South Africa,forest-gallery,673.31062,103.70689,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Bahrelghazali,3.42647893,Africa,central,Republic of Chad,mixed,288.66777,118.16977,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Australopithecus Afarensis,4.1941151,Africa,oriental,Kenya,mixed,471.88267,121.79032,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Australopithecus Afarensis,3.65340012,Africa,oriental,Kenya,mixed,490.97794,126.73571,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Rodhesiensis,0.7343351,Africa,oriental,Ethiopia,savannah,1177.67762,158.66568,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Australopithecus Bahrelghazali,3.78336619,Africa,central,Republic of Chad,mixed,434.29432,127.06304,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
hominino Ardipithecus ramidus / kabadda,4.16330491,Africa,oriental,Ethiopia,mixed,354.87324,116.82625,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
"Homo Neanderthalensis
",0.50919816,Europa,central,Germany,cold forest,1241.26459,150.55719,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Paranthropus Boisei,2.41006938,Africa,oriental,Ethiopia,forest,562.88503,119.09124,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Floresiensis,0.13399197,Asia ,oriental,Indonesia,peninsular,193.58342,96.95973,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Heidelbergensis,0.30009533,Europa,central,Germany,cold forest,1351.17089,166.44264,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
hominino Orrorin tugenencin,5.84717477,Africa,oriental,Kenya,forest,234.73172,123.60796,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Africanus,4.13441043,Africa,south,South Africa,forest-gallery,602.81748,117.20527,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
hominino Sahelanthropus tchadensis,6.73953648,Africa,central,Republic of Chad,mixed,68.53918,82.91282,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Floresiensis,0.51526835,Asia ,oriental,Indonesia,peninsular,168.66577,105.45111,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Sapiens,0.79693344,Africa,oriental,Kenya,savannah,1262.95174,166.41132,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Homo Habilis,2.34165663,Africa,oriental,Ethiopia,savannah,648.65481,132.10101,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Homo Antecesor,1.45855274,Europa,west,Spain,savannah,1163.35766,167.55065,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Georgicus,2.39212564,Asia ,west,Georgia,savannah,859.9907,145.2124,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Australopithecus Garhi,3.15628185,Africa,oriental,Ethiopia,mixed,294.13577,120.34968,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
Homo Ergaster,1.89955619,Africa,oriental,Kenya,savannah,700.35793,162.84025,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Rodhesiensis,0.5149784,Africa,oriental,Ethiopia,savannah,1070.69361,157.61725,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Homo Erectus,1.63821069,Asia ,west,Indonesia,savannah,1011.51584,166.54691,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Rudolfensis,2.74282904,Africa,oriental,Kenya,savannah,756.45741,139.45794,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Australopithecus Garhi,2.25330751,Africa,oriental,Ethiopia,mixed,326.83506,111.45754,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
Homo Naledi,0.61776046,Africa,south,South Africa,jungle,233.51201,122.50492,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Habilis,2.53610033,Africa,oriental,Ethiopia,savannah,676.20444,130.1054,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Homo Habilis,2.53201132,Africa,oriental,Ethiopia,savannah,842.26861,131.98443,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Homo Naledi,0.09120359,Africa,south,South Africa,jungle,431.35553,138.69151,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Paranthropus Boisei,2.77253773,Africa,oriental,Ethiopia,forest,462.47836,105.73938,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Ergaster,1.99372777,Africa,oriental,Kenya,savannah,914.60875,157.64812,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Georgicus,2.38444166,Asia ,west,Georgia,savannah,594.91215,142.61412,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Paranthropus Robustus,2.03135371,Africa,south,South Africa,jungle,649.02385,111.10427,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Ergaster,1.96912865,Africa,oriental,Kenya,savannah,788.9273,160.05038,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
"Homo Neanderthalensis
",0.71438879,Europa,central,Germany,cold forest,1244.86436,168.56436,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Antecesor,0.82870757,Europa,west,Spain,savannah,914.56636,179.45566,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Rodhesiensis,1.07686928,Africa,oriental,Ethiopia,savannah,1125.65821,157.67537,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
hominino Sahelanthropus tchadensis,7.29410002,Africa,central,Republic of Chad,mixed,272.70591,84.59339,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Heidelbergensis,0.73175028,Europa,central,Germany,cold forest,1184.17699,170.12827,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Australopithecus Africanus,4.19381861,Africa,south,South Africa,forest-gallery,673.01248,112.78331,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Afarensis,3.62204887,Africa,oriental,Kenya,mixed,368.51472,134.67603,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Sapiens,0.92108962,Africa,oriental,Kenya,savannah,1231.38765,170.05142,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
"Homo Neanderthalensis
",0.20725439,Europa,central,Germany,cold forest,1184.83631,156.00723,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Naledi,0.05552856,Africa,south,South Africa,jungle,480.41552,130.8287,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
hominino Orrorin tugenencin,6.38674828,Africa,oriental,Kenya,forest,116.48661,129.44098,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
hominino Orrorin tugenencin,6.43149854,Africa,oriental,Kenya,forest,247.25796,127.03864,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
"Homo Neanderthalensis
",0.79615187,Europa,central,Germany,cold forest,1215.36301,168.58379,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
hominino Orrorin tugenencin,5.83355202,Africa,oriental,Kenya,forest,236.61203,128.09219,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
hominino Orrorin tugenencin,6.24520679,Africa,oriental,Kenya,forest,168.09898,118.56005,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Heidelbergensis,0.90705083,Europa,central,Germany,cold forest,1360.45337,183.07,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
hominino Orrorin tugenencin,6.58217021,Africa,oriental,Kenya,forest,148.76446,122.60091,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Sapiens,0.78058358,Africa,oriental,Kenya,savannah,1264.59163,169.75425,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
